time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-28 00:00:00+00:00,1,1,2,1
2025-04-29 00:00:00+00:00,1,1,5,5
2025-04-30 00:00:00+00:00,1,1,4,3
2025-05-01 00:00:00+00:00,1,1,2,1
2025-05-02 00:00:00+00:00,4,2,3,3
2025-05-03 00:00:00+00:00,7,3,8,3
2025-05-04 00:00:00+00:00,11,11,11,1
2025-05-05 00:00:00+00:00,5,4,4,2
2025-05-06 00:00:00+00:00,2,2,16,6
2025-05-07 00:00:00+00:00,6,3,14,3
2025-05-08 00:00:00+00:00,3,3,8,3
2025-05-09 00:00:00+00:00,7,3,3,3
2025-05-10 00:00:00+00:00,4,3,2,2
2025-05-11 00:00:00+00:00,2,2,4,2
