url_path,views_total,views_unique
/vishal2376/git-coach,33,24
/vishal2376/git-coach/releases/tag/v5.2,6,5
/vishal2376/git-coach/blob/master/screenshots/lesson.jpg,5,5
/vishal2376/git-coach/pulls,4,3
/vishal2376/git-coach/releases,4,3
/vishal2376/git-coach/blob/master/screenshots/lesson_detail.jpg,3,3
/vishal2376/git-coach/issues,3,1
/vishal2376/git-coach/blob/master/screenshots/quiz.jpg,2,2
/vishal2376/git-coach/blob/master/screenshots/about_us.jpg,1,1
/vishal2376/git-coach/blob/master/screenshots/cmdB.jpg,1,1
