time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-18 00:00:00+00:00,3,2,3,3
2025-02-19 00:00:00+00:00,1,1,15,5
2025-02-20 00:00:00+00:00,2,2,1,1
2025-02-21 00:00:00+00:00,5,2,3,2
2025-02-22 00:00:00+00:00,3,2,5,3
2025-02-23 00:00:00+00:00,2,2,7,4
2025-02-24 00:00:00+00:00,4,2,4,2
2025-02-25 00:00:00+00:00,5,2,3,3
2025-02-26 00:00:00+00:00,5,3,3,3
2025-02-27 00:00:00+00:00,6,3,2,2
2025-02-28 00:00:00+00:00,5,2,5,3
2025-03-01 00:00:00+00:00,4,2,5,3
2025-03-02 00:00:00+00:00,1,1,8,6
2025-03-03 00:00:00+00:00,1,1,12,6
