url_path,views_total,views_unique
/vishal2376/git-coach,43,34
/vishal2376/git-coach/blob/master/app/src/main/java/com/vishal2376/gitcoach/SplashScreen.kt,6,2
/vishal2376/git-coach/releases/tag/v5.2,5,5
/vishal2376/git-coach/tree/master/app,5,5
/vishal2376/git-coach/blob/master/screenshots/lesson.jpg,4,4
/vishal2376/git-coach/issues,4,4
/vishal2376/git-coach/pulls,4,4
/vishal2376/git-coach/blob/master/app/src/main/res/layout/activity_splash_screen.xml,4,3
/vishal2376/git-coach/tree/master/app/src/main/java/com/vishal2376/gitcoach,4,2
/vishal2376/git-coach/tree/master/app/src,3,3
