url_path,views_total,views_unique
/vishal2376/git-coach,48,35
/vishal2376/git-coach/blob/master/screenshots/lesson.jpg,5,5
/vishal2376/git-coach/releases,2,2
/vishal2376/git-coach/releases/tag/v5.2,2,2
/vishal2376/git-coach/blob/master/screenshots/about_us.jpg,1,1
/vishal2376/git-coach/blob/master/screenshots/lesson_detail.jpg,1,1
/vishal2376/git-coach/blob/master/screenshots/quiz.jpg,1,1
/vishal2376/git-coach/commits,1,1
/vishal2376/git-coach/issues/36,1,1
/vishal2376/git-coach/tree/master/screenshots,1,1
