time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-18 00:00:00+00:00,12,6,2,1
2026-02-19 00:00:00+00:00,11,5,10,1
2026-02-20 00:00:00+00:00,12,7,2,2
2026-02-21 00:00:00+00:00,34,15,6,3
2026-02-22 00:00:00+00:00,17,10,3,2
2026-02-23 00:00:00+00:00,7,6,1,1
2026-02-24 00:00:00+00:00,8,4,6,3
2026-02-25 00:00:00+00:00,20,10,2,2
2026-02-26 00:00:00+00:00,10,5,19,1
2026-02-27 00:00:00+00:00,18,9,1,1
2026-02-28 00:00:00+00:00,16,7,4,3
2026-03-01 00:00:00+00:00,10,5,1,1
2026-03-02 00:00:00+00:00,18,9,6,3
2026-03-03 00:00:00+00:00,11,7,7,6
