time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-07 00:00:00+00:00,15,6,4,4
2026-01-08 00:00:00+00:00,6,6,10,4
2026-01-09 00:00:00+00:00,9,4,5,3
2026-01-10 00:00:00+00:00,7,3,3,2
2026-01-11 00:00:00+00:00,2,2,0,0
2026-01-12 00:00:00+00:00,16,8,3,1
2026-01-13 00:00:00+00:00,14,5,5,1
2026-01-14 00:00:00+00:00,17,5,0,0
2026-01-15 00:00:00+00:00,2,2,7,4
2026-01-16 00:00:00+00:00,8,4,1,1
2026-01-17 00:00:00+00:00,16,8,9,4
2026-01-18 00:00:00+00:00,15,6,11,5
2026-01-19 00:00:00+00:00,21,11,6,4
2026-01-20 00:00:00+00:00,11,6,6,3
