time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-08 00:00:00+00:00,4,3,0,0
2026-07-09 00:00:00+00:00,9,4,3,2
2026-07-10 00:00:00+00:00,15,6,1,1
2026-07-11 00:00:00+00:00,7,2,1,1
2026-07-12 00:00:00+00:00,14,5,0,0
2026-07-13 00:00:00+00:00,4,4,7,3
2026-07-14 00:00:00+00:00,14,5,3,1
2026-07-15 00:00:00+00:00,9,3,1,1
2026-07-16 00:00:00+00:00,21,8,0,0
2026-07-17 00:00:00+00:00,15,9,6,3
2026-07-18 00:00:00+00:00,3,3,3,3
2026-07-19 00:00:00+00:00,18,6,15,8
2026-07-20 00:00:00+00:00,8,7,0,0
2026-07-21 00:00:00+00:00,27,10,4,3
