time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-01 00:00:00+00:00,1,1,2,1
2025-02-02 00:00:00+00:00,4,2,2,1
2025-02-03 00:00:00+00:00,3,3,7,6
2025-02-04 00:00:00+00:00,5,2,1,1
2025-02-05 00:00:00+00:00,1,1,6,4
2025-02-06 00:00:00+00:00,2,2,24,3
2025-02-07 00:00:00+00:00,6,2,10,5
2025-02-08 00:00:00+00:00,9,3,9,5
2025-02-09 00:00:00+00:00,1,1,2,1
2025-02-10 00:00:00+00:00,5,2,2,1
2025-02-11 00:00:00+00:00,1,1,6,3
2025-02-12 00:00:00+00:00,4,3,4,3
2025-02-13 00:00:00+00:00,5,2,2,1
2025-02-14 00:00:00+00:00,1,1,2,2
