url_path,views_total,views_unique
/vishal2376/git-coach,45,36
/vishal2376/git-coach/commits/master,11,1
/vishal2376/git-coach/tree/master/app,4,2
/vishal2376/git-coach/tree/master/app/src/main/java/com/vishal2376/gitcoach,4,2
/vishal2376/git-coach/blob/master/screenshots/lesson.jpg,3,3
/vishal2376/git-coach/tree/master/app/src,3,2
/vishal2376/git-coach/tree/master/app/src/main,3,2
/vishal2376/git-coach/issues,2,2
/vishal2376/git-coach/blob/master/app/src/main/assets/en/git_commands.json,1,1
/vishal2376/git-coach/blob/master/app/src/main/java/com/vishal2376/gitcoach/adapters/GitLessonStepAdapter.kt,1,1
