time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-11 00:00:00+00:00,3,3,4,2
2025-05-12 00:00:00+00:00,4,3,7,4
2025-05-13 00:00:00+00:00,4,2,1,1
2025-05-14 00:00:00+00:00,3,3,2,2
2025-05-15 00:00:00+00:00,5,2,2,2
2025-05-16 00:00:00+00:00,3,2,9,4
2025-05-17 00:00:00+00:00,1,1,9,3
2025-05-18 00:00:00+00:00,6,3,2,2
2025-05-19 00:00:00+00:00,2,2,7,1
2025-05-20 00:00:00+00:00,6,6,2,2
2025-05-21 00:00:00+00:00,6,3,2,2
2025-05-22 00:00:00+00:00,1,1,1,1
2025-05-23 00:00:00+00:00,2,2,5,4
2025-05-24 00:00:00+00:00,1,1,3,3
