url_path,views_total,views_unique
/vishal2376/git-coach,20,17
/vishal2376/git-coach/blob/master/screenshots/lesson.jpg,5,5
/vishal2376/git-coach/pulls,3,2
/vishal2376/git-coach/actions,1,1
/vishal2376/git-coach/blob/master/screenshots/cmdB.jpg,1,1
/vishal2376/git-coach/blob/master/screenshots/font_settings.jpg,1,1
/vishal2376/git-coach/blob/master/screenshots/lesson_detail.jpg,1,1
/vishal2376/git-coach/branches,1,1
/vishal2376/git-coach/commit/e94f924bbb5a5491b02d545d58d5cfc15e2725bd,1,1
/vishal2376/git-coach/labels,1,1
