time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-12 00:00:00+00:00,9,4,2,1
2026-08-13 00:00:00+00:00,10,5,1,1
2026-08-14 00:00:00+00:00,4,4,13,4
2026-08-15 00:00:00+00:00,18,8,2,1
2026-08-16 00:00:00+00:00,18,8,2,2
2026-08-17 00:00:00+00:00,13,6,1,1
2026-08-18 00:00:00+00:00,1,1,1,1
2026-08-19 00:00:00+00:00,3,2,1,1
2026-08-20 00:00:00+00:00,6,5,12,9
2026-08-21 00:00:00+00:00,5,4,2,1
2026-08-22 00:00:00+00:00,15,7,3,3
2026-08-23 00:00:00+00:00,11,5,3,2
2026-08-24 00:00:00+00:00,3,3,5,4
2026-08-25 00:00:00+00:00,1,1,3,2
