time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-25 00:00:00+00:00,7,7,14,6
2026-07-26 00:00:00+00:00,12,6,12,7
2026-07-27 00:00:00+00:00,7,2,1,1
2026-07-28 00:00:00+00:00,10,5,3,3
2026-07-29 00:00:00+00:00,19,5,2,2
2026-07-30 00:00:00+00:00,23,9,4,2
2026-07-31 00:00:00+00:00,10,4,9,3
2026-08-01 00:00:00+00:00,10,5,1,1
2026-08-02 00:00:00+00:00,10,5,0,0
2026-08-03 00:00:00+00:00,1,1,1,1
2026-08-04 00:00:00+00:00,4,3,9,4
2026-08-05 00:00:00+00:00,3,3,0,0
2026-08-06 00:00:00+00:00,8,3,1,1
2026-08-07 00:00:00+00:00,10,5,6,2
