time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-26 00:00:00+00:00,17,7,11,1
2025-12-27 00:00:00+00:00,15,5,5,3
2025-12-28 00:00:00+00:00,6,2,8,4
2025-12-29 00:00:00+00:00,5,5,17,3
2025-12-30 00:00:00+00:00,3,3,2,1
2025-12-31 00:00:00+00:00,2,2,2,2
2026-01-01 00:00:00+00:00,1,1,4,4
2026-01-02 00:00:00+00:00,2,2,4,3
2026-01-03 00:00:00+00:00,14,10,3,3
2026-01-04 00:00:00+00:00,16,6,8,3
2026-01-05 00:00:00+00:00,7,3,4,2
2026-01-06 00:00:00+00:00,17,8,7,4
2026-01-07 00:00:00+00:00,15,6,4,4
2026-01-08 00:00:00+00:00,6,6,10,4
