url_path,views_total,views_unique
/vishal2376/git-coach,59,46
/vishal2376/git-coach/tree/master,6,2
/vishal2376/git-coach/blob/master/screenshots/lesson.jpg,5,5
/vishal2376/git-coach/tree/master/app,4,3
/vishal2376/git-coach/blob/master/app/src/main/java/com/vishal2376/gitcoach/MainActivity.kt,3,2
/vishal2376/git-coach/blob/master/README.md,3,2
/vishal2376/git-coach/issues,3,2
/vishal2376/git-coach/blob/master/app/src/main/java/com/vishal2376/gitcoach/GitApplication.kt,2,2
/vishal2376/git-coach/branches,2,2
/vishal2376/git-coach/releases/tag/v5.1,2,2
