time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-03 00:00:00+00:00,3,3,3,3
2026-09-04 00:00:00+00:00,20,7,6,3
2026-09-05 00:00:00+00:00,4,4,4,3
2026-09-06 00:00:00+00:00,1,1,6,6
2026-09-07 00:00:00+00:00,5,3,6,4
2026-09-08 00:00:00+00:00,1,1,3,3
2026-09-09 00:00:00+00:00,6,4,3,2
2026-09-10 00:00:00+00:00,9,8,3,3
2026-09-11 00:00:00+00:00,19,10,5,4
2026-09-12 00:00:00+00:00,9,5,4,1
2026-09-13 00:00:00+00:00,2,2,5,3
2026-09-14 00:00:00+00:00,6,6,7,5
2026-09-15 00:00:00+00:00,6,5,0,0
2026-09-16 00:00:00+00:00,5,4,2,2
