time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-13 00:00:00+00:00,1.0,1.0,2,2
2024-11-14 00:00:00+00:00,,,8,4
2024-11-15 00:00:00+00:00,,,4,2
2024-11-16 00:00:00+00:00,3.0,1.0,1,1
2024-11-17 00:00:00+00:00,2.0,1.0,11,1
2024-11-18 00:00:00+00:00,,,4,2
2024-11-19 00:00:00+00:00,,,8,2
2024-11-20 00:00:00+00:00,1.0,1.0,5,4
2024-11-22 00:00:00+00:00,,,4,3
2024-11-23 00:00:00+00:00,1.0,1.0,7,3
2024-11-24 00:00:00+00:00,1.0,1.0,17,3
2024-11-25 00:00:00+00:00,4.0,2.0,4,4
2024-11-26 00:00:00+00:00,,,3,3
