url_path,views_total,views_unique
/vishal2376/git-coach,54,27
/vishal2376/git-coach/tree/master/app/src/main/java/com/vishal2376/gitcoach,7,5
/vishal2376/git-coach/blob/master/screenshots/lesson.jpg,5,5
/vishal2376/git-coach/tree/master/app/src/main,5,4
/vishal2376/git-coach/tree/master/app/src/main/java/com/vishal2376/gitcoach/adapters,5,4
/vishal2376/git-coach/tree/master/app/src,4,4
/vishal2376/git-coach/releases/tag/v5.2,3,3
/vishal2376/git-coach/tree/master/app,3,3
/vishal2376/git-coach/pull/39,3,2
/vishal2376/git-coach/blob/master/app/src/main/assets/de/git_commands.json,2,2
