time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-12 00:00:00+00:00,14,5,0,0
2026-07-13 00:00:00+00:00,4,4,7,3
2026-07-14 00:00:00+00:00,14,5,3,1
2026-07-15 00:00:00+00:00,9,3,1,1
2026-07-16 00:00:00+00:00,21,8,0,0
2026-07-17 00:00:00+00:00,15,9,6,3
2026-07-18 00:00:00+00:00,3,3,3,3
2026-07-19 00:00:00+00:00,18,6,15,8
2026-07-20 00:00:00+00:00,8,7,0,0
2026-07-21 00:00:00+00:00,27,10,4,3
2026-07-22 00:00:00+00:00,22,12,7,5
2026-07-23 00:00:00+00:00,4,4,7,7
2026-07-24 00:00:00+00:00,3,3,1,1
2026-07-25 00:00:00+00:00,7,7,14,6
