time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-06 00:00:00+00:00,3,3,3,3
2026-04-07 00:00:00+00:00,7,6,0,0
2026-04-08 00:00:00+00:00,21,10,0,0
2026-04-09 00:00:00+00:00,28,10,25,7
2026-04-10 00:00:00+00:00,33,12,4,4
2026-04-11 00:00:00+00:00,37,11,1,1
2026-04-12 00:00:00+00:00,42,14,29,5
2026-04-13 00:00:00+00:00,30,12,16,3
2026-04-14 00:00:00+00:00,142,13,10,6
2026-04-15 00:00:00+00:00,26,7,9,6
2026-04-16 00:00:00+00:00,25,10,1,1
2026-04-17 00:00:00+00:00,27,9,0,0
2026-04-18 00:00:00+00:00,32,10,3,2
2026-04-19 00:00:00+00:00,32,13,3,2
