time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-27 00:00:00+00:00,2.0,1.0,3,2
2024-11-28 00:00:00+00:00,2.0,1.0,4,4
2024-11-29 00:00:00+00:00,1.0,1.0,7,3
2024-11-30 00:00:00+00:00,4.0,2.0,5,4
2024-12-01 00:00:00+00:00,2.0,1.0,9,3
2024-12-02 00:00:00+00:00,2.0,2.0,8,5
2024-12-03 00:00:00+00:00,5.0,2.0,8,3
2024-12-04 00:00:00+00:00,3.0,2.0,5,4
2024-12-05 00:00:00+00:00,,,8,5
2024-12-06 00:00:00+00:00,6.0,2.0,5,3
2024-12-07 00:00:00+00:00,1.0,1.0,1,1
2024-12-08 00:00:00+00:00,1.0,1.0,10,4
2024-12-09 00:00:00+00:00,3.0,2.0,9,7
2024-12-10 00:00:00+00:00,,,4,3
