time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-09 00:00:00+00:00,6,3,5,4
2025-03-10 00:00:00+00:00,4,2,1,1
2025-03-11 00:00:00+00:00,2,2,3,3
2025-03-12 00:00:00+00:00,4,4,3,2
2025-03-13 00:00:00+00:00,2,2,17,6
2025-03-14 00:00:00+00:00,4,2,8,3
2025-03-15 00:00:00+00:00,5,2,5,4
2025-03-16 00:00:00+00:00,7,3,7,2
2025-03-17 00:00:00+00:00,3,3,8,6
2025-03-18 00:00:00+00:00,4,1,13,1
2025-03-19 00:00:00+00:00,1,1,15,7
2025-03-20 00:00:00+00:00,3,3,4,4
2025-03-21 00:00:00+00:00,1,1,11,4
2025-03-22 00:00:00+00:00,4,1,7,4
