time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-22 00:00:00+00:00,30,12,1,1
2026-06-23 00:00:00+00:00,55,16,6,2
2026-06-24 00:00:00+00:00,44,12,4,3
2026-06-25 00:00:00+00:00,40,11,0,0
2026-06-26 00:00:00+00:00,6,5,2,1
2026-06-27 00:00:00+00:00,20,6,4,2
2026-06-28 00:00:00+00:00,14,5,0,0
2026-06-29 00:00:00+00:00,4,4,0,0
2026-06-30 00:00:00+00:00,10,5,11,9
2026-07-01 00:00:00+00:00,4,4,3,2
2026-07-02 00:00:00+00:00,13,4,2,2
2026-07-03 00:00:00+00:00,17,7,3,2
2026-07-04 00:00:00+00:00,19,9,3,2
2026-07-05 00:00:00+00:00,24,10,3,3
