time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-14 00:00:00+00:00,16,5,3,2
2026-05-15 00:00:00+00:00,34,13,4,3
2026-05-16 00:00:00+00:00,11,6,1,1
2026-05-17 00:00:00+00:00,12,3,6,5
2026-05-18 00:00:00+00:00,18,8,3,3
2026-05-19 00:00:00+00:00,13,5,0,0
2026-05-20 00:00:00+00:00,8,3,4,3
2026-05-21 00:00:00+00:00,28,10,0,0
2026-05-22 00:00:00+00:00,10,5,1,1
2026-05-23 00:00:00+00:00,14,6,6,4
2026-05-24 00:00:00+00:00,25,11,8,3
2026-05-25 00:00:00+00:00,22,8,5,3
2026-05-26 00:00:00+00:00,17,8,2,2
2026-05-27 00:00:00+00:00,11,5,0,0
