time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-20 00:00:00+00:00,70,26,3,3
2026-04-21 00:00:00+00:00,41,22,14,7
2026-04-22 00:00:00+00:00,86,24,3,3
2026-04-23 00:00:00+00:00,76,26,5,2
2026-04-24 00:00:00+00:00,89,34,1,1
2026-04-25 00:00:00+00:00,85,27,3,2
2026-04-26 00:00:00+00:00,30,10,9,4
2026-04-27 00:00:00+00:00,3,3,2,2
2026-04-28 00:00:00+00:00,18,8,1,1
2026-04-29 00:00:00+00:00,57,16,4,3
2026-04-30 00:00:00+00:00,51,13,5,3
2026-05-01 00:00:00+00:00,28,7,0,0
2026-05-02 00:00:00+00:00,24,8,2,2
2026-05-03 00:00:00+00:00,21,7,2,2
